"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"abril 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"77,8"
"abril 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"84,5"
"abril 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"maio 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"79,4"
"maio 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"88,3"
"maio 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"junho 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"89,1"
"junho 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"58,0"
"junho 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"julho 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"101,8"
"julho 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"74,7"
"julho 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"agosto 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"107,2"
"agosto 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"82,9"
"agosto 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"setembro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"115,1"
"setembro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"81,1"
"setembro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"outubro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"156,1"
"outubro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"82,7"
"outubro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"novembro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"149,7"
"novembro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"88,6"
"novembro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"dezembro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"149,8"
"dezembro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"86,4"
"dezembro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"janeiro 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"136,7"
"janeiro 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"86,3"
"janeiro 2008";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"fevereiro 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"130,2"
"fevereiro 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"77,9"
"fevereiro 2008";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"março 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"125,3"
"março 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"88,4"
"março 2008";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"abril 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"124,4"
"abril 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"85,1"
"abril 2008";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"maio 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"97,8"
"maio 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"69,1"
"maio 2008";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"junho 2008";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"138,2"
"junho 2008";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"93,9"
