"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"dezembro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"110,0"
"janeiro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"105,1"
"fevereiro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"73,5"
"março 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"116,4"
"abril 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"124,2"
"maio 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"117,9"
"junho 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"113,2"
"julho 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"128,7"
"agosto 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"124,8"
"setembro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"117,2"
"outubro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"127,6"
"novembro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"85,5"
"dezembro 2008";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2008";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2008";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"0,0"
"janeiro 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2009";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"janeiro 2009";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"75,3"
"fevereiro 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2009";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"fevereiro 2009";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"99,9"
"março 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2009";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2009";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"117,5"
"abril 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2009";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2009";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"80,7"
"maio 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2009";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2009";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"99,1"
"junho 2009";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
