"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"outubro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"98,3"
"novembro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"88,8"
"novembro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"168,6"
"novembro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"94,8"
"dezembro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"90,8"
"dezembro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"148,9"
"dezembro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"93,5"
"janeiro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"96,0"
"janeiro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"130,8"
"janeiro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"82,5"
"fevereiro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"90,5"
"fevereiro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"113,8"
"fevereiro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"70,9"
"março 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"100,6"
"março 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"108,3"
"março 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"92,7"
"abril 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"113,2"
"abril 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"75,8"
"abril 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"102,8"
"maio 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"108,5"
"maio 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"73,4"
"maio 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"106,4"
"junho 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"117,1"
"junho 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"69,5"
"junho 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"102,4"
"julho 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"116,4"
"julho 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"70,2"
"julho 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"105,7"
"agosto 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"100,0"
"agosto 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"80,1"
"agosto 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"102,8"
"setembro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"103,6"
"setembro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"117,8"
"setembro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"103,9"
"outubro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"95,0"
"outubro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"157,3"
"outubro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"103,6"
"novembro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"105,2"
"novembro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"156,9"
"novembro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"99,5"
"dezembro 2010";"Ceará";"3.10 Fabricação de produtos alimentícios";"89,4"
"dezembro 2010";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"159,1"
"dezembro 2010";"Bahia";"3.10 Fabricação de produtos alimentícios";"96,1"
"janeiro 2011";"Ceará";"3.10 Fabricação de produtos alimentícios";"107,0"
"janeiro 2011";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"124,7"
"janeiro 2011";"Bahia";"3.10 Fabricação de produtos alimentícios";"97,9"
"fevereiro 2011";"Ceará";"3.10 Fabricação de produtos alimentícios";"100,7"
