"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"setembro 2008";"Bahia";"3.20C Fabricação de outros produtos químicos";"114,7"
"outubro 2008";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2008";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2008";"Bahia";"3.20C Fabricação de outros produtos químicos";"99,3"
"novembro 2008";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2008";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2008";"Bahia";"3.20C Fabricação de outros produtos químicos";"90,8"
"dezembro 2008";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2008";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2008";"Bahia";"3.20C Fabricação de outros produtos químicos";"57,3"
"janeiro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"68,3"
"fevereiro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"84,3"
"março 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"março 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"105,1"
"abril 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"102,5"
"maio 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"110,3"
"junho 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"109,8"
"julho 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"113,4"
"agosto 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"99,1"
"setembro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"104,6"
"outubro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"111,1"
"novembro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"96,8"
"dezembro 2009";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2009";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2009";"Bahia";"3.20C Fabricação de outros produtos químicos";"110,7"
"janeiro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"110,7"
"fevereiro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"98,6"
"março 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
